3,02932E-08
3,82651E-08
5,10202E-08
7,65303E-08
9,56628E-08
1,0204E-07
9,24741E-08
8,29078E-08
7,33415E-08
6,85584E-08
6,6964E-08
7,17471E-08
7,81247E-08
8,29078E-08
8,13134E-08
7,81247E-08
7,33415E-08
6,6964E-08
5,58033E-08
3,98595E-08
2,86989E-08
2,39157E-08
2,23213E-08
2,39157E-08
2,71045E-08
3,3482E-08
4,78314E-08
7,33415E-08
9,24741E-08
1,03635E-07
9,88516E-08
8,92853E-08
7,9719E-08
7,33415E-08
7,17471E-08
7,33415E-08
7,65303E-08
7,9719E-08
7,81247E-08
7,65303E-08
7,33415E-08
6,6964E-08
5,10202E-08
3,3482E-08
2,23213E-08
2,07269E-08
2,23213E-08
2,39157E-08
3,02932E-08
4,46427E-08
7,01527E-08
9,08797E-08
9,08797E-08
8,60966E-08
7,81247E-08
7,17471E-08
6,85584E-08
6,6964E-08
6,85584E-08
7,49359E-08
8,60966E-08
9,08797E-08
8,92853E-08
8,60966E-08
7,81247E-08
7,17471E-08
5,42089E-08
3,50764E-08
2,39157E-08
2,07269E-08
2,23213E-08
2,39157E-08
3,02932E-08
4,46427E-08
7,17471E-08
9,08797E-08
9,08797E-08
8,60966E-08
7,81247E-08
7,17471E-08
6,85584E-08
6,6964E-08
6,85584E-08
7,49359E-08
8,60966E-08
9,24741E-08
8,92853E-08
8,60966E-08
7,9719E-08
7,17471E-08
5,42089E-08
3,50764E-08
2,23213E-08
2,07269E-08
2,07269E-08
2,39157E-08
2,86989E-08
4,30483E-08
6,85584E-08
8,76909E-08
8,92853E-08
8,29078E-08
7,49359E-08
7,01527E-08
6,6964E-08
6,53696E-08
6,6964E-08
7,33415E-08
8,29078E-08
8,92853E-08
8,60966E-08
8,45022E-08
7,65303E-08
7,01527E-08
5,26146E-08
3,3482E-08
2,23213E-08
2,07269E-08
2,23213E-08
2,39157E-08
2,86989E-08
4,46427E-08
7,01527E-08
8,92853E-08
9,08797E-08
8,45022E-08
7,65303E-08
7,17471E-08
6,85584E-08
6,6964E-08
6,85584E-08
7,49359E-08
8,45022E-08
9,08797E-08
8,76909E-08
8,60966E-08
7,81247E-08
7,01527E-08
5,42089E-08
3,3482E-08
2,23213E-08
2,07269E-08
2,07269E-08
2,39157E-08
2,86989E-08
4,30483E-08
6,85584E-08
8,92853E-08
8,92853E-08
8,45022E-08
7,65303E-08
7,01527E-08
6,6964E-08
6,53696E-08
6,6964E-08
7,33415E-08
8,29078E-08
8,92853E-08
8,76909E-08
8,45022E-08
7,81247E-08
7,01527E-08
5,26146E-08
3,3482E-08
2,55101E-08
2,23213E-08
2,23213E-08
2,39157E-08
2,86989E-08
3,66708E-08
4,94258E-08
7,49359E-08
9,40685E-08
1,00446E-07
9,08797E-08
8,13134E-08
7,17471E-08
6,6964E-08
6,53696E-08
7,01527E-08
7,65303E-08
8,13134E-08
7,9719E-08
7,65303E-08
7,17471E-08
6,6964E-08
5,58033E-08
3,98595E-08
2,86989E-08
2,39157E-08
2,23213E-08
2,39157E-08
2,55101E-08
3,3482E-08
4,78314E-08
7,01527E-08
9,08797E-08
1,0204E-07
9,72572E-08
8,76909E-08
7,81247E-08
7,17471E-08
7,01527E-08
7,17471E-08
7,49359E-08
7,81247E-08
7,65303E-08
7,49359E-08
7,17471E-08
6,53696E-08
5,10202E-08
3,18876E-08
2,23213E-08
2,07269E-08
2,07269E-08
2,39157E-08
2,86989E-08
4,30483E-08
6,85584E-08
8,76909E-08
8,92853E-08
8,45022E-08
7,65303E-08
7,01527E-08
6,6964E-08
6,53696E-08
6,6964E-08
7,33415E-08
8,29078E-08
8,92853E-08
8,60966E-08
8,45022E-08
7,81247E-08
7,01527E-08
5,26146E-08
3,3482E-08
2,23213E-08
2,07269E-08
2,23213E-08
2,39157E-08
3,02932E-08
4,46427E-08
7,01527E-08
9,08797E-08
9,08797E-08
8,60966E-08
7,81247E-08
7,17471E-08
6,85584E-08
6,6964E-08
6,85584E-08
7,49359E-08
8,45022E-08
9,08797E-08
8,76909E-08
8,60966E-08
7,81247E-08
7,01527E-08
5,42089E-08
3,50764E-08
2,39157E-08
2,07269E-08
2,23213E-08
2,39157E-08
3,02932E-08
4,46427E-08
7,17471E-08
9,08797E-08
9,08797E-08
8,60966E-08
7,81247E-08
7,17471E-08
7,01527E-08
6,6964E-08
6,85584E-08
7,65303E-08
8,60966E-08
9,24741E-08
8,92853E-08
8,60966E-08
7,9719E-08
7,17471E-08
5,42089E-08
3,50764E-08
2,23213E-08
2,07269E-08
2,07269E-08
2,39157E-08
2,86989E-08
4,30483E-08
6,85584E-08
8,76909E-08
8,92853E-08
8,45022E-08
7,65303E-08
7,01527E-08
6,6964E-08
6,53696E-08
6,6964E-08
7,33415E-08
8,29078E-08
8,92853E-08
8,60966E-08
8,45022E-08
7,65303E-08
7,01527E-08
5,26146E-08
3,3482E-08
2,23213E-08
2,07269E-08
2,07269E-08
2,23213E-08
2,86989E-08
4,30483E-08
6,6964E-08
8,60966E-08
8,76909E-08
8,29078E-08
7,49359E-08
6,85584E-08
6,53696E-08
6,37752E-08
6,53696E-08
7,17471E-08
8,13134E-08
8,76909E-08
8,45022E-08
8,29078E-08
7,65303E-08
6,85584E-08
5,26146E-08
3,3482E-08
2,55101E-08
2,23213E-08
2,23213E-08
2,39157E-08
2,86989E-08
3,50764E-08
4,78314E-08
7,33415E-08
9,24741E-08
9,88516E-08
8,92853E-08
7,9719E-08
7,17471E-08
6,6964E-08
6,53696E-08
6,85584E-08
7,49359E-08
7,9719E-08
7,81247E-08
7,65303E-08
7,17471E-08
6,53696E-08
5,42089E-08
3,98595E-08
2,71045E-08
2,39157E-08
2,23213E-08
2,23213E-08
2,55101E-08
3,18876E-08
4,6237E-08
6,85584E-08
8,76909E-08
1,00446E-07
9,56628E-08
8,60966E-08
7,81247E-08
7,17471E-08
6,85584E-08
7,01527E-08
7,33415E-08
7,65303E-08
7,49359E-08
7,33415E-08
7,17471E-08
6,37752E-08
4,94258E-08
3,18876E-08
2,23213E-08
2,07269E-08
2,07269E-08
2,39157E-08
2,86989E-08
4,30483E-08
6,85584E-08
8,76909E-08
8,76909E-08
8,29078E-08
7,49359E-08
7,01527E-08
6,6964E-08
6,37752E-08
6,53696E-08
7,17471E-08
8,13134E-08
8,76909E-08
8,60966E-08
8,29078E-08
7,65303E-08
6,85584E-08
5,26146E-08
3,3482E-08
2,23213E-08
2,07269E-08
2,23213E-08
2,39157E-08
2,86989E-08
4,46427E-08
7,01527E-08
8,92853E-08
9,08797E-08
8,45022E-08
7,65303E-08
7,17471E-08
6,85584E-08
6,6964E-08
6,85584E-08
7,49359E-08
8,45022E-08
9,08797E-08
8,76909E-08
8,60966E-08
7,81247E-08
7,01527E-08
5,42089E-08
3,3482E-08
2,23213E-08
2,07269E-08
2,23213E-08
2,39157E-08
3,02932E-08
4,46427E-08
7,01527E-08
8,92853E-08
9,08797E-08
8,60966E-08
7,81247E-08
7,17471E-08
6,85584E-08
6,6964E-08
6,85584E-08
7,49359E-08
8,45022E-08
9,08797E-08
8,76909E-08
8,60966E-08
7,81247E-08
7,01527E-08
5,42089E-08
3,50764E-08
2,39157E-08
2,07269E-08
2,23213E-08
2,39157E-08
3,02932E-08
4,6237E-08
7,17471E-08
9,08797E-08
9,24741E-08
8,60966E-08
7,81247E-08
7,33415E-08
7,01527E-08
6,85584E-08
7,01527E-08
7,65303E-08
8,60966E-08
9,24741E-08
8,92853E-08
8,76909E-08
7,9719E-08
7,17471E-08
5,42089E-08
3,50764E-08
2,23213E-08
2,07269E-08
2,07269E-08
2,39157E-08
2,86989E-08
4,46427E-08
7,01527E-08
8,92853E-08
9,08797E-08
8,45022E-08
7,65303E-08
7,17471E-08
6,85584E-08
6,53696E-08
6,85584E-08
7,49359E-08
8,45022E-08
9,08797E-08
8,76909E-08
8,60966E-08
7,81247E-08
7,01527E-08
5,42089E-08
3,3482E-08
2,55101E-08
2,23213E-08
2,39157E-08
2,55101E-08
2,86989E-08
3,66708E-08
5,10202E-08
7,65303E-08
9,40685E-08
1,00446E-07
9,08797E-08
8,13134E-08
7,33415E-08
6,85584E-08
6,6964E-08
7,17471E-08
7,81247E-08
8,29078E-08
8,13134E-08
7,81247E-08
7,33415E-08
6,6964E-08
5,58033E-08
3,98595E-08
2,86989E-08
2,39157E-08
2,23213E-08
2,39157E-08
2,71045E-08
3,3482E-08
4,78314E-08
7,17471E-08
9,08797E-08
1,0204E-07
9,72572E-08
8,92853E-08
7,9719E-08
7,33415E-08
7,01527E-08
7,17471E-08
7,49359E-08
7,9719E-08
7,65303E-08
7,49359E-08
7,33415E-08
6,53696E-08
5,10202E-08
3,18876E-08
2,23213E-08
2,07269E-08
2,07269E-08
2,39157E-08
2,86989E-08
4,30483E-08
6,85584E-08
8,76909E-08
8,92853E-08
8,29078E-08
7,49359E-08
7,01527E-08
6,6964E-08
6,53696E-08
6,6964E-08
7,33415E-08
8,29078E-08
8,92853E-08
8,60966E-08
8,45022E-08
7,65303E-08
7,01527E-08
5,26146E-08
3,3482E-08
2,23213E-08
2,07269E-08
2,07269E-08
2,39157E-08
2,86989E-08
4,30483E-08
6,85584E-08
8,76909E-08
8,92853E-08
8,29078E-08
7,49359E-08
7,01527E-08
6,6964E-08
6,53696E-08
6,6964E-08
7,33415E-08
8,29078E-08
8,92853E-08
8,60966E-08
8,45022E-08
7,65303E-08
6,85584E-08
5,26146E-08
3,3482E-08
2,23213E-08
2,07269E-08
2,07269E-08
2,39157E-08
2,86989E-08
4,46427E-08
7,01527E-08
8,92853E-08
8,92853E-08
8,45022E-08
7,65303E-08
7,17471E-08
6,85584E-08
6,53696E-08
6,85584E-08
7,33415E-08
8,45022E-08
9,08797E-08
8,76909E-08
8,45022E-08
7,81247E-08
7,01527E-08
5,42089E-08
3,3482E-08
2,23213E-08
2,07269E-08
2,07269E-08
2,23213E-08
2,86989E-08
4,14539E-08
6,6964E-08
8,60966E-08
8,76909E-08
8,29078E-08
7,33415E-08
6,85584E-08
6,53696E-08
6,37752E-08
6,53696E-08
7,17471E-08
8,13134E-08
8,76909E-08
8,45022E-08
8,29078E-08
7,65303E-08
6,85584E-08
5,26146E-08
3,3482E-08
2,23213E-08
1,91326E-08
2,07269E-08
2,23213E-08
2,71045E-08
4,14539E-08
6,53696E-08
8,45022E-08
8,60966E-08
8,13134E-08
7,33415E-08
6,6964E-08
6,37752E-08
6,21808E-08
6,37752E-08
7,01527E-08
7,9719E-08
8,60966E-08
8,29078E-08
8,13134E-08
7,49359E-08
6,6964E-08
5,10202E-08
3,3482E-08
2,55101E-08
2,23213E-08
2,23213E-08
2,39157E-08
2,71045E-08
3,50764E-08
4,6237E-08
7,17471E-08
9,08797E-08
9,56628E-08
8,76909E-08
7,81247E-08
7,01527E-08
6,53696E-08
6,37752E-08
6,6964E-08
7,33415E-08
7,81247E-08
7,65303E-08
7,49359E-08
7,01527E-08
6,37752E-08
5,26146E-08
3,82651E-08
2,71045E-08
2,23213E-08
2,07269E-08
2,23213E-08
2,39157E-08
3,02932E-08
4,30483E-08
6,53696E-08
8,45022E-08
9,56628E-08
9,08797E-08
8,29078E-08
7,49359E-08
6,85584E-08
6,53696E-08
6,6964E-08
7,01527E-08
7,33415E-08
7,17471E-08
7,01527E-08
6,85584E-08
6,21808E-08
4,78314E-08
3,02932E-08
2,23213E-08
1,91326E-08
2,07269E-08
2,23213E-08
2,71045E-08
4,14539E-08
6,53696E-08
8,45022E-08
8,60966E-08
7,9719E-08
7,17471E-08
6,6964E-08
6,37752E-08
6,21808E-08
6,37752E-08
7,01527E-08
7,81247E-08
8,45022E-08
8,29078E-08
8,13134E-08
7,33415E-08
6,6964E-08
5,10202E-08
3,3482E-08
2,23213E-08
2,07269E-08
2,07269E-08
2,39157E-08
2,86989E-08
4,30483E-08
6,85584E-08
8,76909E-08
8,92853E-08
8,29078E-08
7,49359E-08
7,01527E-08
6,6964E-08
6,53696E-08
6,6964E-08
7,33415E-08
8,29078E-08
8,92853E-08
8,60966E-08
8,45022E-08
7,65303E-08
6,85584E-08
5,26146E-08
3,3482E-08
2,23213E-08
2,07269E-08
2,07269E-08
2,23213E-08
2,86989E-08
4,30483E-08
6,6964E-08
8,60966E-08
8,76909E-08
8,29078E-08
7,49359E-08
6,85584E-08
6,53696E-08
6,37752E-08
6,53696E-08
7,17471E-08
8,13134E-08
8,76909E-08
8,45022E-08
8,29078E-08
7,65303E-08
6,85584E-08
5,26146E-08
3,3482E-08
2,23213E-08
2,07269E-08
2,07269E-08
2,39157E-08
2,86989E-08
4,30483E-08
6,85584E-08
8,76909E-08
8,76909E-08
8,29078E-08
7,49359E-08
7,01527E-08
6,6964E-08
6,37752E-08
6,6964E-08
7,17471E-08
8,29078E-08
8,76909E-08
8,60966E-08
8,29078E-08
7,65303E-08
6,85584E-08
5,26146E-08
3,3482E-08
2,23213E-08
2,07269E-08
2,07269E-08
2,39157E-08
2,86989E-08
4,30483E-08
6,85584E-08
8,76909E-08
8,92853E-08
8,45022E-08
7,49359E-08
7,01527E-08
6,6964E-08
6,53696E-08
6,6964E-08
7,33415E-08
8,29078E-08
8,92853E-08
8,60966E-08
8,45022E-08
7,65303E-08
7,01527E-08
5,26146E-08
3,3482E-08
2,55101E-08
2,23213E-08
2,23213E-08
2,39157E-08
2,71045E-08
3,50764E-08
4,78314E-08
7,33415E-08
9,24741E-08
9,88516E-08
8,92853E-08
7,9719E-08
7,17471E-08
6,53696E-08
6,53696E-08
6,85584E-08
7,49359E-08
7,9719E-08
7,81247E-08
7,65303E-08
7,17471E-08
6,53696E-08
5,42089E-08
3,98595E-08
2,71045E-08
2,39157E-08
2,23213E-08
2,39157E-08
2,55101E-08
3,3482E-08
4,6237E-08
7,01527E-08
8,92853E-08
1,00446E-07
9,72572E-08
8,76909E-08
7,81247E-08
7,17471E-08
7,01527E-08
7,01527E-08
7,49359E-08
7,81247E-08
7,65303E-08
7,49359E-08
7,17471E-08
6,53696E-08
5,10202E-08
3,18876E-08
2,23213E-08
2,07269E-08
2,07269E-08
2,39157E-08
2,86989E-08
4,46427E-08
7,01527E-08
8,92853E-08
8,92853E-08
8,45022E-08
7,65303E-08
7,17471E-08
6,85584E-08
6,53696E-08
6,85584E-08
7,33415E-08
8,45022E-08
9,08797E-08
8,76909E-08
8,45022E-08
7,81247E-08
7,01527E-08
5,42089E-08
3,3482E-08
2,39157E-08
2,23213E-08
2,23213E-08
2,55101E-08
3,02932E-08
4,6237E-08
7,33415E-08
9,24741E-08
9,40685E-08
8,76909E-08
7,9719E-08
7,33415E-08
7,17471E-08
6,85584E-08
7,01527E-08
7,81247E-08
8,76909E-08
9,40685E-08
9,08797E-08
8,76909E-08
8,13134E-08
7,33415E-08
5,58033E-08
3,50764E-08
2,39157E-08
2,07269E-08
2,23213E-08
2,39157E-08
3,02932E-08
4,46427E-08
7,17471E-08
9,08797E-08
9,08797E-08
8,60966E-08
7,81247E-08
7,17471E-08
6,85584E-08
6,6964E-08
6,85584E-08
7,49359E-08
8,60966E-08
9,24741E-08
8,92853E-08
8,60966E-08
7,9719E-08
7,17471E-08
5,42089E-08
3,50764E-08
2,23213E-08
2,07269E-08
2,23213E-08
2,39157E-08
3,02932E-08
4,46427E-08
7,01527E-08
8,92853E-08
9,08797E-08
8,45022E-08
7,65303E-08
7,17471E-08
6,85584E-08
6,6964E-08
6,85584E-08
7,49359E-08
8,45022E-08
9,08797E-08
8,76909E-08
8,60966E-08
7,81247E-08
7,01527E-08
5,42089E-08
3,3482E-08
2,39157E-08
2,07269E-08
2,23213E-08
2,39157E-08
3,02932E-08
4,46427E-08
7,17471E-08
9,08797E-08
9,24741E-08
8,60966E-08
7,81247E-08
7,33415E-08
7,01527E-08
6,6964E-08
7,01527E-08
7,65303E-08
8,60966E-08
9,24741E-08
8,92853E-08
8,76909E-08
7,9719E-08
7,17471E-08
5,42089E-08
3,50764E-08
2,55101E-08
2,23213E-08
2,39157E-08
2,55101E-08
2,86989E-08
3,66708E-08
4,94258E-08
7,65303E-08
9,40685E-08
1,00446E-07
9,08797E-08
8,13134E-08
7,33415E-08
6,85584E-08
6,6964E-08
7,01527E-08
7,65303E-08
8,13134E-08
7,9719E-08
7,81247E-08
7,33415E-08
6,6964E-08
5,58033E-08
3,98595E-08
2,86989E-08
2,39157E-08
2,23213E-08
2,39157E-08
2,71045E-08
3,3482E-08
4,78314E-08
7,17471E-08
9,08797E-08
1,0204E-07
9,72572E-08
8,92853E-08
7,9719E-08
7,33415E-08
7,01527E-08
7,17471E-08
7,49359E-08
7,9719E-08
7,65303E-08
7,49359E-08
7,33415E-08
6,53696E-08
5,10202E-08
3,18876E-08
2,23213E-08
2,07269E-08
2,07269E-08
2,39157E-08
2,86989E-08
4,30483E-08
6,85584E-08
8,76909E-08
8,92853E-08
8,45022E-08
7,49359E-08
7,01527E-08
6,6964E-08
6,53696E-08
6,6964E-08
7,33415E-08
8,29078E-08
8,92853E-08
8,60966E-08
8,45022E-08
7,65303E-08
7,01527E-08
5,26146E-08
3,3482E-08
2,23213E-08
2,07269E-08
2,07269E-08
2,23213E-08
2,86989E-08
4,30483E-08
6,85584E-08
8,76909E-08
8,76909E-08
8,29078E-08
7,49359E-08
6,85584E-08
6,6964E-08
6,37752E-08
6,53696E-08
7,17471E-08
8,13134E-08
8,76909E-08
8,60966E-08
8,29078E-08
7,65303E-08
6,85584E-08
5,26146E-08
3,3482E-08
2,23213E-08
2,07269E-08
2,07269E-08
2,23213E-08
2,71045E-08
4,14539E-08
6,6964E-08
8,60966E-08
8,76909E-08
8,13134E-08
7,33415E-08
6,85584E-08
6,53696E-08
6,37752E-08
6,53696E-08
7,17471E-08
8,13134E-08
8,76909E-08
8,45022E-08
8,29078E-08
7,49359E-08
6,85584E-08
5,26146E-08
3,3482E-08
2,23213E-08
1,91326E-08
2,07269E-08
2,23213E-08
2,71045E-08
4,14539E-08
6,53696E-08
8,45022E-08
8,60966E-08
8,13134E-08
7,33415E-08
6,6964E-08
6,37752E-08
6,21808E-08
6,37752E-08
7,01527E-08
7,9719E-08
8,60966E-08
8,29078E-08
8,13134E-08
7,49359E-08
6,6964E-08
5,10202E-08
3,3482E-08
2,07269E-08
1,91326E-08
1,91326E-08
2,07269E-08
2,55101E-08
3,98595E-08
6,37752E-08
8,13134E-08
8,29078E-08
7,81247E-08
7,01527E-08
6,53696E-08
6,21808E-08
6,05865E-08
6,21808E-08
6,6964E-08
7,65303E-08
8,29078E-08
8,13134E-08
7,9719E-08
7,17471E-08
6,53696E-08
4,94258E-08
3,18876E-08
2,39157E-08
2,07269E-08
2,07269E-08
2,23213E-08
2,55101E-08
3,18876E-08
4,46427E-08
7,01527E-08
8,76909E-08
9,40685E-08
8,45022E-08
7,65303E-08
6,6964E-08
6,21808E-08
6,21808E-08
6,53696E-08
7,17471E-08
7,65303E-08
7,49359E-08
7,17471E-08
6,85584E-08
6,21808E-08
5,26146E-08
3,82651E-08
2,71045E-08
2,23213E-08
2,07269E-08
2,23213E-08
2,39157E-08
3,02932E-08
4,30483E-08
6,53696E-08
8,45022E-08
9,56628E-08
9,08797E-08
8,29078E-08
7,33415E-08
6,85584E-08
6,53696E-08
6,6964E-08
7,01527E-08
7,33415E-08
7,17471E-08
7,01527E-08
6,85584E-08
6,21808E-08
4,78314E-08
3,02932E-08
2,07269E-08
1,91326E-08
1,91326E-08
2,07269E-08
2,55101E-08
3,98595E-08
6,37752E-08
8,13134E-08
8,29078E-08
7,81247E-08
7,01527E-08
6,53696E-08
6,21808E-08
6,05865E-08
6,21808E-08
6,6964E-08
7,65303E-08
8,29078E-08
8,13134E-08
7,81247E-08
7,17471E-08
6,53696E-08
4,94258E-08
3,18876E-08
2,07269E-08
1,91326E-08
1,91326E-08
2,07269E-08
2,55101E-08
3,82651E-08
6,21808E-08
7,9719E-08
8,13134E-08
7,65303E-08
6,85584E-08
6,37752E-08
6,05865E-08
5,89921E-08
6,05865E-08
6,53696E-08
7,49359E-08
8,13134E-08
7,81247E-08
7,65303E-08
7,01527E-08
6,37752E-08
4,94258E-08
3,18876E-08
2,07269E-08
1,91326E-08
1,91326E-08
2,07269E-08
2,55101E-08
3,82651E-08
6,21808E-08
7,9719E-08
8,13134E-08
7,65303E-08
6,85584E-08
6,37752E-08
6,05865E-08
5,89921E-08
6,05865E-08
6,53696E-08
7,49359E-08
8,13134E-08
7,9719E-08
7,81247E-08
7,17471E-08
6,37752E-08
4,94258E-08
3,18876E-08
2,07269E-08
1,91326E-08
1,91326E-08
2,07269E-08
2,55101E-08
3,82651E-08
6,05865E-08
7,9719E-08
8,13134E-08
7,65303E-08
6,85584E-08
6,21808E-08
6,05865E-08
5,89921E-08
5,89921E-08
6,53696E-08
7,49359E-08
7,9719E-08
7,81247E-08
7,65303E-08
7,01527E-08
6,37752E-08
4,94258E-08
3,18876E-08
2,39157E-08
2,07269E-08
2,07269E-08
2,07269E-08
2,39157E-08
3,18876E-08
4,30483E-08
6,6964E-08
8,45022E-08
9,08797E-08
8,29078E-08
7,33415E-08
6,53696E-08
6,05865E-08
5,89921E-08
6,37752E-08
6,85584E-08
7,33415E-08
7,33415E-08
7,01527E-08
6,6964E-08
6,05865E-08
5,10202E-08
3,66708E-08
2,55101E-08
2,23213E-08
1,91326E-08
2,07269E-08
2,23213E-08
2,86989E-08
3,98595E-08
6,21808E-08
8,13134E-08
9,24741E-08
8,76909E-08
7,9719E-08
7,17471E-08
6,53696E-08
6,21808E-08
6,37752E-08
6,6964E-08
7,01527E-08
6,85584E-08
6,85584E-08
6,53696E-08
5,89921E-08
4,6237E-08
3,02932E-08
2,07269E-08
1,75382E-08
1,75382E-08
1,91326E-08
2,39157E-08
3,66708E-08
5,89921E-08
7,81247E-08
7,9719E-08
7,49359E-08
6,6964E-08
6,05865E-08
5,89921E-08
5,58033E-08
5,73977E-08
6,37752E-08
7,17471E-08
7,81247E-08
7,65303E-08
7,49359E-08
6,85584E-08
6,21808E-08
4,78314E-08
3,18876E-08
2,07269E-08
1,75382E-08
1,75382E-08
1,91326E-08
2,39157E-08
3,50764E-08
5,89921E-08
7,65303E-08
7,81247E-08
7,33415E-08
6,53696E-08
6,05865E-08
5,73977E-08
5,58033E-08
5,73977E-08
6,21808E-08
7,17471E-08
7,81247E-08
7,65303E-08
7,49359E-08
6,85584E-08
6,21808E-08
4,78314E-08
3,02932E-08
2,07269E-08
1,75382E-08
1,75382E-08
1,91326E-08
2,39157E-08
3,66708E-08
5,89921E-08
7,65303E-08
7,81247E-08
7,33415E-08
6,53696E-08
6,05865E-08
5,73977E-08
5,58033E-08
5,73977E-08
6,21808E-08
7,17471E-08
7,81247E-08
7,65303E-08
7,49359E-08
6,85584E-08
6,21808E-08
4,78314E-08
3,02932E-08
2,07269E-08
1,75382E-08
1,75382E-08
1,91326E-08
2,39157E-08
3,66708E-08
5,89921E-08
7,65303E-08
7,81247E-08
7,33415E-08
6,53696E-08
6,05865E-08
5,73977E-08
5,58033E-08
5,73977E-08
6,21808E-08
7,17471E-08
7,81247E-08
7,65303E-08
7,49359E-08
6,85584E-08
6,21808E-08
4,78314E-08
3,02932E-08
2,07269E-08
1,75382E-08
1,75382E-08
1,91326E-08
2,23213E-08
3,50764E-08
5,73977E-08
7,49359E-08
7,65303E-08
7,17471E-08
6,37752E-08
5,89921E-08
5,58033E-08
5,42089E-08
5,58033E-08
6,05865E-08
6,85584E-08
7,49359E-08
7,33415E-08
7,33415E-08
6,6964E-08
6,05865E-08
4,6237E-08
3,02932E-08
2,23213E-08
1,91326E-08
1,75382E-08
1,91326E-08
2,23213E-08
2,71045E-08
3,98595E-08
6,21808E-08
7,9719E-08
8,45022E-08
7,65303E-08
6,85584E-08
6,05865E-08
5,73977E-08
5,58033E-08
5,73977E-08
6,37752E-08
6,85584E-08
6,85584E-08
6,6964E-08
6,21808E-08
5,73977E-08
4,78314E-08
3,50764E-08
2,39157E-08
2,07269E-08
1,91326E-08
1,91326E-08
2,07269E-08
2,55101E-08
3,66708E-08
5,73977E-08
7,65303E-08
8,76909E-08
8,29078E-08
7,65303E-08
6,85584E-08
6,21808E-08
5,89921E-08
5,89921E-08
6,21808E-08
6,6964E-08
6,53696E-08
6,37752E-08
6,21808E-08
5,73977E-08
4,46427E-08
2,86989E-08
2,07269E-08
1,75382E-08
1,75382E-08
1,91326E-08
2,23213E-08
3,50764E-08
5,73977E-08
7,49359E-08
7,65303E-08
7,17471E-08
6,37752E-08
5,89921E-08
5,58033E-08
5,42089E-08
5,58033E-08
6,05865E-08
6,85584E-08
7,49359E-08
7,33415E-08
7,33415E-08
6,6964E-08
6,05865E-08
4,6237E-08
3,02932E-08
1,91326E-08
1,75382E-08
1,75382E-08
1,91326E-08
2,23213E-08
3,3482E-08
5,58033E-08
7,33415E-08
7,49359E-08
7,01527E-08
6,21808E-08
5,73977E-08
5,58033E-08
5,26146E-08
5,42089E-08
5,89921E-08
6,6964E-08
7,49359E-08
7,33415E-08
7,17471E-08
6,53696E-08
5,89921E-08
4,6237E-08
3,02932E-08
1,91326E-08
1,59438E-08
1,59438E-08
1,75382E-08
2,07269E-08
3,18876E-08
5,42089E-08
7,17471E-08
7,49359E-08
6,85584E-08
6,21808E-08
5,58033E-08
5,42089E-08
5,26146E-08
5,26146E-08
5,73977E-08
6,6964E-08
7,33415E-08
7,17471E-08
7,01527E-08
6,53696E-08
5,89921E-08
4,46427E-08
3,02932E-08
1,91326E-08
1,59438E-08
1,59438E-08
1,75382E-08
